CBSA	MDIV	STCOU	POPESTIMATE2009	NAME
35700			43771	Nogales, AZ
35700		4023	43771	Santa Cruz County, AZ
35740			48000	Norfolk, NE
35740		31119	34505	Madison County, NE
35740		31139	7184	Pierce County, NE
35740		31167	6311	Stanton County, NE
35820			36890	North Platte, NE
35820		31111	35670	Lincoln County, NE
35820		31113	732	Logan County, NE
35820		31117	488	McPherson County, NE
35860			28043	North Vernon, IN
35860		18079	28043	Jennings County, IN
35900			66555	North Wilkesboro, NC
35900		37193	66555	Wilkes County, NC
35940			59849	Norwalk, OH
35940		39077	59849	Huron County, OH
36020			81054	Oak Harbor, WA
36020		53029	81054	Island County, WA
36060			46123	Oak Hill, WV
36060		54019	46123	Fayette County, WV
36180			49122	Ocean Pines, MD
36180		24047	49122	Worcester County, MD
36300			109715	Ogdensburg-Massena, NY
36300		36089	109715	St. Lawrence County, NY
36340			54183	Oil City, PA
36340		42121	54183	Venango County, PA
36380			40241	Okeechobee, FL
36380		12093	40241	Okeechobee County, FL
36460			79689	Olean, NY
36460		36009	79689	Cattaraugus County, NY
36580			61602	Oneonta, NY
36580		36077	61602	Otsego County, NY
36620			53844	Ontario, OR-ID
36620		16075	23099	Payette County, ID
36620		41045	30745	Malheur County, OR
36660			92326	Opelousas-Eunice, LA
36660		22097	92326	St. Landry Parish, LA
36700			90112	Orangeburg, SC
36700		45075	90112	Orangeburg County, SC
36820			22000	Oskaloosa, IA
36820		19123	22000	Mahaska County, IA
36860			153206	Ottawa-Streator, IL
36860		17011	34699	Bureau County, IL
36860		17099	112498	LaSalle County, IL
36860		17155	6009	Putnam County, IL
36900			35334	Ottumwa, IA
36900		19179	35334	Wapello County, IA
36940			36775	Owatonna, MN
36940		27147	36775	Steele County, MN
37020			70006	Owosso, MI
37020		26155	70006	Shiawassee County, MI
37060			43975	Oxford, MS
37060		28071	43975	Lafayette County, MS
37140			98609	Paducah, KY-IL
37140		17127	14970	Massac County, IL
37140		21007	8161	Ballard County, KY
37140		21139	9598	Livingston County, KY
37140		21145	65880	McCracken County, KY
37220			44234	Pahrump, NV
37220		32023	44234	Nye County, NV
37260			72893	Palatka, FL
37260		12107	72893	Putnam County, FL
37300			57001	Palestine, TX
37300		48001	57001	Anderson County, TX
37420			22952	Pampa, TX
37420		48179	22074	Gray County, TX
37420		48393	878	Roberts County, TX
37500			40996	Paragould, AR
37500		5055	40996	Greene County, AR
37540			31876	Paris, TN
37540		47079	31876	Henry County, TN
37580			48965	Paris, TX
37580		48277	48965	Lamar County, TX
37660			21776	Parsons, KS
37660		20099	21776	Labette County, KS
37740			52199	Payson, AZ
37740		4007	52199	Gila County, AZ
37780			11046	Pecos, TX
37780		48389	11046	Reeves County, TX
37800			32682	Pella, IA
37800		19125	32682	Marion County, IA
37820			84880	Pendleton-Hermiston, OR
37820		41049	11533	Morrow County, OR
37820		41059	73347	Umatilla County, OR
37940			36001	Peru, IN
37940		18103	36001	Miami County, IN
38020			55175	Phoenix Lake-Cedar Ridge, CA
38020		6109	55175	Tuolumne County, CA
38100			57860	Picayune, MS
38100		28109	57860	Pearl River County, MS
38180			19761	Pierre, SD
38180		46065	16969	Hughes County, SD
38180		46117	2792	Stanley County, SD
38200			22874	Pierre Part, LA
38200		22007	22874	Assumption Parish, LA
38260			38869	Pittsburg, KS
38260		20037	38869	Crawford County, KS
38380			35408	Plainview, TX
38380		48189	35408	Hale County, TX
38420			48965	Platteville, WI
38420		55043	48965	Grant County, WI
38460			81618	Plattsburgh, NY
38460		36019	81618	Clinton County, NY
38500			46903	Plymouth, IN
38500		18099	46903	Marshall County, IN
38580			56262	Point Pleasant, WV-OH
38580		39053	30694	Gallia County, OH
38580		54053	25568	Mason County, WV
38620			46110	Ponca City, OK
38620		40071	46110	Kay County, OK
38700			37777	Pontiac, IL
38700		17105	37777	Livingston County, IL
38740			41471	Poplar Bluff, MO
38740		29023	41471	Butler County, MO
38780			18817	Portales, NM
38780		35041	18817	Roosevelt County, NM
38820			71413	Port Angeles, WA
38820		53009	71413	Clallam County, WA
39020			76334	Portsmouth, OH
39020		39145	76334	Scioto County, OH
39060			146952	Pottsville, PA
39060		42107	146952	Schuylkill County, PA
39220			19989	Price, UT
39220		49007	19989	Carbon County, UT
39260			22566	Prineville, OR
39260		41013	22566	Crook County, OR
39420			42689	Pullman, WA
39420		53075	42689	Whitman County, WA
39500			76845	Quincy, IL-MO
39500		17001	67054	Adams County, IL
39500		29111	9791	Lewis County, MO
39700			20395	Raymondville, TX
39700		48489	20395	Willacy County, TX
39780			61138	Red Bluff, CA
39780		6103	61138	Tehama County, CA
39860			45836	Red Wing, MN
39860		27049	45836	Goodhue County, MN
39940			51131	Rexburg, ID
39940		16043	12691	Fremont County, ID
39940		16065	38440	Madison County, ID
39980			67552	Richmond, IN
39980		18177	67552	Wayne County, IN
40080			99762	Richmond-Berea, KY
40080		21151	83258	Madison County, KY
40080		21203	16504	Rockcastle County, KY
40100			62671	Rio Grande City-Roma, TX
40100		48427	62671	Starr County, TX
40180			38719	Riverton, WY
40180		56013	38719	Fremont County, WY
40260			74718	Roanoke Rapids, NC
40260		37083	54582	Halifax County, NC
40260		37131	20136	Northampton County, NC
40300			55336	Rochelle, IL
40300		17141	55336	Ogle County, IL
40460			45970	Rockingham, NC
40460		37153	45970	Richmond County, NC
40500			40801	Rockland, ME
40500		23013	40801	Knox County, ME
40540			41226	Rock Springs, WY
40540		56037	41226	Sweetwater County, WY
40620			42248	Rolla, MO
40620		29161	42248	Phelps County, MO
40700			103205	Roseburg, OR
40700		41019	103205	Douglas County, OR
40740			63622	Roswell, NM
40740		35005	63622	Chaves County, NM
40760			21016	Ruidoso, NM
40760		35027	21016	Lincoln County, NM
40780			82710	Russellville, AR
40780		5115	60214	Pope County, AR
40780		5149	22496	Yell County, AR
40820			58349	Ruston, LA
40820		22049	15063	Jackson Parish, LA
40820		22061	43286	Lincoln Parish, LA
40860			63014	Rutland, VT
40860		50021	63014	Rutland County, VT
40940			45086	Safford, AZ
40940		4009	37045	Graham County, AZ
40940		4011	8041	Greenlee County, AZ
41220			48277	St. Marys, GA
41220		13039	48277	Camden County, GA
41260			32011	St. Marys, PA
41260		42047	32011	Elk County, PA
41460			60338	Salina, KS
41460		20143	5974	Ottawa County, KS
41460		20169	54364	Saline County, KS
41580			140798	Salisbury, NC
41580		37159	140798	Rowan County, NC
41820			60477	Sanford, NC
41820		37105	60477	Lee County, NC
42300			38731	Sault Ste. Marie, MI
42300		26033	38731	Chippewa County, MI
42380			61131	Sayre, PA
42380		42015	61131	Bradford County, PA
42420			37512	Scottsbluff, NE
42420		31007	647	Banner County, NE
42420		31157	36865	Scotts Bluff County, NE
42460			52838	Scottsboro, AL
42460		1071	52838	Jackson County, AL
42500			23624	Scottsburg, IN
42500		18143	23624	Scott County, IN
42580			192747	Seaford, DE
42580		10005	192747	Sussex County, DE
42620			76338	Searcy, AR
42620		5145	76338	White County, AR
42700			98704	Sebring, FL
42700		12055	98704	Highlands County, FL
42740			41421	Sedalia, MO
42740		29159	41421	Pettis County, MO
42780			38519	Selinsgrove, PA
42780		42109	38519	Snyder County, PA
42820			41925	Selma, AL
42820		1047	41925	Dallas County, AL
42860			71514	Seneca, SC
42860		45073	71514	Oconee County, SC
42900			34049	Seneca Falls, NY
42900		36099	34049	Seneca County, NY
42940			86243	Sevierville, TN
42940		47155	86243	Sevier County, TN
42980			42362	Seymour, IN
42980		18071	42362	Jackson County, IN
43060			70274	Shawnee, OK
43060		40125	70274	Pottawatomie County, OK
43140			99274	Shelby, NC
43140		37045	99274	Cleveland County, NC
43180			45947	Shelbyville, TN
43180		47003	45947	Bedford County, TN
43220			58016	Shelton, WA
43220		53045	58016	Mason County, WA
43260			29163	Sheridan, WY
43260		56033	29163	Sheridan County, WY
43320			112975	Show Low, AZ
43320		4017	112975	Navajo County, AZ
43380			48990	Sidney, OH
43380		39149	48990	Shelby County, OH
43420			129518	Sierra Vista-Douglas, AZ
43420		4003	129518	Cochise County, AZ
43460			40855	Sikeston, MO
43460		29201	40855	Scott County, MO
43500			29903	Silver City, NM
43500		35017	29903	Grant County, NM
43540			27239	Silverthorne, CO
43540		8117	27239	Summit County, CO
43660			16222	Snyder, TX
43660		48415	16222	Scurry County, TX
43700			60853	Somerset, KY
43700		21199	60853	Pulaski County, KY
43740			76953	Somerset, PA
43740		42111	76953	Somerset County, PA
43860			87158	Southern Pines-Pinehurst, NC
43860		37125	87158	Moore County, NC
43940			23498	Spearfish, SD
43940		46081	23498	Lawrence County, SD
43980			16617	Spencer, IA
43980		19041	16617	Clay County, IA
44020			16623	Spirit Lake, IA
44020		19059	16623	Dickinson County, IA
44260			44544	Starkville, MS
44260		28105	44544	Oktibbeha County, MS
44340			69213	Statesboro, GA
44340		13031	69213	Bulloch County, GA
44380			158153	Statesville-Mooresville, NC
44380		37097	158153	Iredell County, NC
44420			118147	Staunton-Waynesboro, VA
44420		51015	72020	Augusta County, VA
44420		51790	23886	Staunton city, VA
44420		51820	22241	Waynesboro city, VA
44500			36184	Stephenville, TX
44500		48143	36184	Erath County, TX
44540			20772	Sterling, CO
44540		8075	20772	Logan County, CO
44580			58961	Sterling, IL
44580		17195	58961	Whiteside County, IL
44620			69176	Stevens Point, WI
44620		55097	69176	Portage County, WI
44660			79727	Stillwater, OK
44660		40119	79727	Payne County, OK
44740			19601	Storm Lake, IA
44740		19021	19601	Buena Vista County, IA
44780			61723	Sturgis, MI
44780		26149	61723	St. Joseph County, MI
44860			34581	Sulphur Springs, TX
44860		48223	34581	Hopkins County, TX
44900			26619	Summerville, GA
44900		13055	26619	Chattooga County, GA
44980			91311	Sunbury, PA
44980		42097	91311	Northumberland County, PA
45000			34473	Susanville, CA
45000		6035	34473	Lassen County, CA
45020			14917	Sweetwater, TX
45020		48353	14917	Nolan County, TX
45140			46029	Tahlequah, OK
45140		40021	46029	Cherokee County, OK
45180			80242	Talladega-Sylacauga, AL
45180		1121	80242	Talladega County, AL
45260			11385	Tallulah, LA
45260		22065	11385	Madison Parish, LA
45340			31507	Taos, NM
45340		35055	31507	Taos County, NM
45380			34253	Taylorville, IL
45380		17021	34253	Christian County, IL
45520			24149	The Dalles, OR
45520		41065	24149	Wasco County, OR
45540			77681	The Villages, FL
45540		12119	77681	Sumter County, FL
45580			27551	Thomaston, GA
45580		13293	27551	Upson County, GA
45620			46188	Thomasville, GA
45620		13275	46188	Thomas County, GA
45640			158582	Thomasville-Lexington, NC
45640		37057	158582	Davidson County, NC
45660			56152	Tiffin, OH
45660		39147	56152	Seneca County, OH
45700			42959	Tifton, GA
45700		13277	42959	Tift County, GA
45740			25700	Toccoa, GA
45740		13257	25700	Stephens County, GA
45860			188728	Torrington, CT
45860		9005	188728	Litchfield County, CT
45900			142350	Traverse City, MI
45900		26019	17227	Benzie County, MI
45900		26055	86333	Grand Traverse County, MI
45900		26079	16891	Kalkaska County, MI
45900		26089	21899	Leelanau County, MI
45980			30461	Troy, AL
45980		1109	30461	Pike County, AL
46020			97751	Truckee-Grass Valley, CA
46020		6057	97751	Nevada County, CA
46100			99927	Tullahoma, TN
46100		47031	52521	Coffee County, TN
46100		47051	41310	Franklin County, TN
46100		47127	6096	Moore County, TN
46180			134161	Tupelo, MS
46180		28057	23000	Itawamba County, MS
46180		28081	81913	Lee County, MS
46180		28115	29248	Pontotoc County, MS
46260			21789	Tuskegee, AL
46260		1087	21789	Macon County, AL
46300			96558	Twin Falls, ID
46300		16053	21262	Jerome County, ID
46300		16083	75296	Twin Falls County, ID
46380			86040	Ukiah, CA
46380		6045	86040	Mendocino County, CA
46420			27362	Union, SC
46420		45087	27362	Union County, SC
46460			38245	Union City, TN-KY
46460		21075	6814	Fulton County, KY
46460		47131	31431	Obion County, TN
46500			39713	Urbana, OH
46500		39021	39713	Champaign County, OH
46620			26811	Uvalde, TX
46620		48463	26811	Uvalde County, TX
46740			34320	Valley, AL
46740		1017	34320	Chambers County, AL
46780			28496	Van Wert, OH
46780		39161	28496	Van Wert County, OH
46820			13490	Vermillion, SD
46820		46027	13490	Clay County, SD
46860			31536	Vernal, UT
46860		49047	31536	Uintah County, UT
46900			13541	Vernon, TX
46900		48487	13541	Wilbarger County, TX
46980			48175	Vicksburg, MS
46980		28149	48175	Warren County, MS
47080			36889	Vidalia, GA
47080		13209	8930	Montgomery County, GA
47080		13279	27959	Toombs County, GA
47180			37907	Vincennes, IN
47180		18083	37907	Knox County, IN
47340			32558	Wabash, IN
47340		18169	32558	Wabash County, IN
47420			22331	Wahpeton, ND-MN
47420		27167	6264	Wilkin County, MN
47420		38077	16067	Richland County, ND
47460			59059	Walla Walla, WA
47460		53071	59059	Walla Walla County, WA
47500			39246	Walterboro, SC
47500		45029	39246	Colleton County, SC
47540			46699	Wapakoneta, OH
47540		39011	46699	Auglaize County, OH
47620			40638	Warren, PA
47620		42123	40638	Warren County, PA
47660			52657	Warrensburg, MO
47660		29101	52657	Johnson County, MO
47700			76499	Warsaw, IN
47700		18085	76499	Kosciusko County, IN
47780			30620	Washington, IN
47780		18027	30620	Daviess County, IN
47820			46414	Washington, NC
47820		37013	46414	Beaufort County, NC
47920			28117	Washington Court House, OH
47920		39047	28117	Fayette County, OH
47980			31922	Watertown, SD
47980		46029	26168	Codington County, SD
47980		46057	5754	Hamlin County, SD
48020			80833	Watertown-Fort Atkinson, WI
48020		55055	80833	Jefferson County, WI
48060			118719	Watertown-Fort Drum, NY
48060		36045	118719	Jefferson County, NY
48100			29415	Wauchula, FL
48100		12049	29415	Hardee County, FL
48180			54494	Waycross, GA
48180		13229	18580	Pierce County, GA
48180		13299	35914	Ware County, GA
48460			38921	West Plains, MO
48460		29091	38921	Howell County, MO
48500			20722	West Point, MS
48500		28025	20722	Clay County, MS
48580			100593	Whitewater, WI
48580		55127	100593	Walworth County, WI
48740			117518	Willimantic, CT
48740		9015	117518	Windham County, CT
48780			20451	Williston, ND
48780		38105	20451	Williams County, ND
48820			41123	Willmar, MN
48820		27067	41123	Kandiyohi County, MN
48940			43058	Wilmington, OH
48940		39027	43058	Clinton County, OH
48980			78353	Wilson, NC
48980		37195	78353	Wilson County, NC
49060			33634	Winfield, KS
49060		20035	33634	Cowley County, KS
49100			49436	Winona, MN
49100		27169	49436	Winona County, MN
49260			19959	Woodward, OK
49260		40153	19959	Woodward County, OK
49300			114222	Wooster, OH
49300		39169	114222	Wayne County, OH
49380			20558	Worthington, MN
49380		27105	20558	Nobles County, MN
49460			21986	Yankton, SD
49460		46135	21986	Yankton County, SD
49540			27981	Yazoo City, MS
49540		28163	27981	Yazoo County, MS
49780			84884	Zanesville, OH
49780		39119	84884	Muskingum County, OH
