CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,NPOPCHG_2000,NPOPCHG_2001,NPOPCHG_2002,NPOPCHG_2003,NPOPCHG_2004,NPOPCHG_2005,NPOPCHG_2006,NPOPCHG_2007,NPOPCHG_2008,NPOPCHG_2009,NATURALINC2000,NATURALINC2001,NATURALINC2002,NATURALINC2003,NATURALINC2004,NATURALINC2005,NATURALINC2006,NATURALINC2007,NATURALINC2008,NATURALINC2009,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,BIRTHS2005,BIRTHS2006,BIRTHS2007,BIRTHS2008,BIRTHS2009,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,DEATHS2005,DEATHS2006,DEATHS2007,DEATHS2008,DEATHS2009,NETMIG2000,NETMIG2001,NETMIG2002,NETMIG2003,NETMIG2004,NETMIG2005,NETMIG2006,NETMIG2007,NETMIG2008,NETMIG2009,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNATIONALMIG2005,INTERNATIONALMIG2006,INTERNATIONALMIG2007,INTERNATIONALMIG2008,INTERNATIONALMIG2009,DOMESTICMIG2000,DOMESTICMIG2001,DOMESTICMIG2002,DOMESTICMIG2003,DOMESTICMIG2004,DOMESTICMIG2005,DOMESTICMIG2006,DOMESTICMIG2007,DOMESTICMIG2008,DOMESTICMIG2009,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,RESIDUAL2005,RESIDUAL2006,RESIDUAL2007,RESIDUAL2008,RESIDUAL2009
35980,,,"Norwich-New London, CT",Metropolitan Statistical Area,259088,259106,259575,261007,263098,265341,266890,265443,268331,264481,265830,266830,469,1432,2091,2243,1549,-1447,2888,-3850,1349,1000,230,764,1038,934,981,875,887,829,987,881,758,3062,3157,3198,3240,3112,3088,3060,3051,3102,528,2298,2119,2264,2259,2237,2201,2231,2064,2221,218,929,1291,1568,771,-2062,2204,-4771,391,79,236,422,57,-662,824,332,641,290,436,371,-18,507,1234,2230,-53,-2394,1563,-5061,-45,-292,21,-261,-238,-259,-203,-260,-203,92,-29,40
35980,,9011,"New London County, CT",County or equivalent,259088,259106,259575,261007,263098,265341,266890,265443,268331,264481,265830,266830,469,1432,2091,2243,1549,-1447,2888,-3850,1349,1000,230,764,1038,934,981,875,887,829,987,881,758,3062,3157,3198,3240,3112,3088,3060,3051,3102,528,2298,2119,2264,2259,2237,2201,2231,2064,2221,218,929,1291,1568,771,-2062,2204,-4771,391,79,236,422,57,-662,824,332,641,290,436,371,-18,507,1234,2230,-53,-2394,1563,-5061,-45,-292,21,-261,-238,-259,-203,-260,-203,92,-29,40
36100,,,"Ocala, FL",Metropolitan Statistical Area,258916,258914,260285,264393,271261,279156,289817,301714,313964,323032,327172,328547,1371,4108,6868,7895,10661,11897,12250,9068,4140,1375,-84,-613,-558,-885,-737,-475,-473,-294,-394,-592,684,2886,3010,2874,3066,3338,3555,3683,3712,3819,768,3499,3568,3759,3803,3813,4028,3977,4106,4411,1480,4920,7486,8569,11955,12561,12904,9265,4515,1910,105,419,406,371,376,387,425,382,381,382,1375,4501,7080,8198,11579,12174,12479,8883,4134,1528,-25,-199,-60,211,-557,-189,-181,97,19,57
36100,,12083,"Marion County, FL",County or equivalent,258916,258914,260285,264393,271261,279156,289817,301714,313964,323032,327172,328547,1371,4108,6868,7895,10661,11897,12250,9068,4140,1375,-84,-613,-558,-885,-737,-475,-473,-294,-394,-592,684,2886,3010,2874,3066,3338,3555,3683,3712,3819,768,3499,3568,3759,3803,3813,4028,3977,4106,4411,1480,4920,7486,8569,11955,12561,12904,9265,4515,1910,105,419,406,371,376,387,425,382,381,382,1375,4501,7080,8198,11579,12174,12479,8883,4134,1528,-25,-199,-60,211,-557,-189,-181,97,19,57
36140,,,"Ocean City, NJ",Metropolitan Statistical Area,102326,102326,102307,101864,101421,101335,99920,98558,97814,96700,96470,96091,-19,-443,-443,-86,-1415,-1362,-744,-1114,-230,-379,33,-294,-322,-224,-392,-429,-363,-375,-277,-341,269,979,1054,1019,963,898,922,923,957,951,236,1273,1376,1243,1355,1327,1285,1298,1234,1292,-45,-36,-22,261,-924,-853,-300,-740,69,9,11,67,30,-41,108,53,107,71,85,76,-56,-103,-52,302,-1032,-906,-407,-811,-16,-67,-7,-113,-99,-123,-99,-80,-81,1,-22,-47
36140,,34009,"Cape May County, NJ",County or equivalent,102326,102326,102307,101864,101421,101335,99920,98558,97814,96700,96470,96091,-19,-443,-443,-86,-1415,-1362,-744,-1114,-230,-379,33,-294,-322,-224,-392,-429,-363,-375,-277,-341,269,979,1054,1019,963,898,922,923,957,951,236,1273,1376,1243,1355,1327,1285,1298,1234,1292,-45,-36,-22,261,-924,-853,-300,-740,69,9,11,67,30,-41,108,53,107,71,85,76,-56,-103,-52,302,-1032,-906,-407,-811,-16,-67,-7,-113,-99,-123,-99,-80,-81,1,-22,-47
36220,,,"Odessa, TX",Metropolitan Statistical Area,121123,121123,120685,120591,121768,122021,123243,124187,126076,128874,131180,134625,-438,-94,1177,253,1222,944,1889,2798,2306,3445,264,1211,1195,1235,1245,1199,1211,1482,1449,1410,491,2180,2229,2309,2331,2292,2326,2605,2599,2508,227,969,1034,1074,1086,1093,1115,1123,1150,1098,-695,-1199,110,-865,69,-128,766,1304,857,2013,73,201,190,161,144,147,139,119,110,109,-768,-1400,-80,-1026,-75,-275,627,1185,747,1904,-7,-106,-128,-117,-92,-127,-88,12,0,22
36220,,48135,"Ector County, TX",County or equivalent,121123,121123,120685,120591,121768,122021,123243,124187,126076,128874,131180,134625,-438,-94,1177,253,1222,944,1889,2798,2306,3445,264,1211,1195,1235,1245,1199,1211,1482,1449,1410,491,2180,2229,2309,2331,2292,2326,2605,2599,2508,227,969,1034,1074,1086,1093,1115,1123,1150,1098,-695,-1199,110,-865,69,-128,766,1304,857,2013,73,201,190,161,144,147,139,119,110,109,-768,-1400,-80,-1026,-75,-275,627,1185,747,1904,-7,-106,-128,-117,-92,-127,-88,12,0,22
36260,,,"Ogden-Clearfield, UT",Metropolitan Statistical Area,442656,442656,444874,452750,461783,471114,480882,491114,503264,517370,530998,541569,2218,7876,9033,9331,9768,10232,12150,14106,13628,10571,1794,6440,6467,6872,7092,6945,7298,7672,7792,8130,2396,8947,9122,9417,9756,9669,10055,10406,10696,11067,602,2507,2655,2545,2664,2724,2757,2734,2904,2937,396,346,1701,1588,1543,2235,4401,6417,5799,2436,310,953,630,76,932,570,775,531,575,532,86,-607,1071,1512,611,1665,3626,5886,5224,1904,28,1090,865,871,1133,1052,451,17,37,5
36260,,49011,"Davis County, UT",County or equivalent,238994,238994,240293,244578,249835,256173,262689,269695,279037,287888,295061,300827,1299,4285,5257,6338,6516,7006,9342,8851,7173,5766,1020,3819,3849,4091,4431,4306,4681,4789,4802,5069,1289,4909,5042,5290,5626,5545,5955,6087,6211,6473,269,1090,1193,1199,1195,1239,1274,1298,1409,1404,266,86,1099,1892,1637,2297,4197,4038,2372,736,134,306,79,-309,431,137,305,130,177,141,132,-220,1020,2201,1206,2160,3892,3908,2195,595,13,380,309,355,448,403,464,24,-1,-39
36260,,49029,"Morgan County, UT",County or equivalent,7129,7129,7155,7289,7400,7444,7551,7752,8062,8438,8744,8908,26,134,111,44,107,201,310,376,306,164,11,88,60,71,72,88,108,119,106,131,16,116,91,109,111,128,135,152,153,172,5,28,31,38,39,40,27,33,47,41,15,53,57,-15,41,119,208,253,197,29,0,2,1,-3,4,0,2,0,0,0,15,51,56,-12,37,119,206,253,197,29,0,-7,-6,-12,-6,-6,-6,4,3,4
36260,,49057,"Weber County, UT",County or equivalent,196533,196533,197426,200883,204548,207497,210642,213667,216165,221044,227193,231834,893,3457,3665,2949,3145,3025,2498,4879,6149,4641,763,2533,2558,2710,2589,2551,2509,2764,2884,2930,1091,3922,3989,4018,4019,3996,3965,4167,4332,4422,328,1389,1431,1308,1430,1445,1456,1403,1448,1492,115,207,545,-289,-135,-181,-4,2126,3230,1671,176,645,550,388,497,433,468,401,398,391,-61,-438,-5,-677,-632,-614,-472,1725,2832,1280,15,717,562,528,691,655,-7,-11,35,40
36420,,,"Oklahoma City, OK",Metropolitan Statistical Area,1095421,1095422,1097874,1107695,1120187,1131487,1140779,1155093,1174737,1191244,1207519,1227278,2452,9821,12492,11300,9292,14314,19644,16507,16275,19759,1856,6328,7069,7415,7419,7831,8065,9216,8893,8720,4025,16221,16793,17161,17401,17744,18136,18936,18942,18863,2169,9893,9724,9746,9982,9913,10071,9720,10049,10143,528,4505,6486,5192,2987,7624,12386,7415,7453,11192,969,3284,2813,1734,3040,2677,2953,2378,2444,2394,-441,1221,3673,3458,-53,4947,9433,5037,5009,8798,68,-1012,-1063,-1307,-1114,-1141,-807,-124,-71,-153
36420,,40017,"Canadian County, OK",County or equivalent,87697,87697,88144,89521,90699,92230,94501,97147,100421,103948,106755,109668,447,1377,1178,1531,2271,2646,3274,3527,2807,2913,163,456,470,550,517,635,681,833,847,842,306,1112,1121,1197,1222,1354,1392,1496,1544,1571,143,656,651,647,705,719,711,663,697,729,283,1013,780,1059,1876,2112,2647,2667,1943,2089,20,111,99,77,101,87,93,79,81,78,263,902,681,982,1775,2025,2554,2588,1862,2011,1,-92,-72,-78,-122,-101,-54,27,17,-18
36420,,40027,"Cleveland County, OK",County or equivalent,208016,208016,208403,212541,215733,219499,222373,225835,232379,235906,240568,244589,387,4138,3192,3766,2874,3462,6544,3527,4662,4021,313,1140,1248,1267,1239,1295,1236,1458,1438,1562,600,2417,2548,2592,2679,2662,2784,2976,2970,3073,287,1277,1300,1325,1440,1367,1548,1518,1532,1511,58,3166,2116,2647,1840,2388,5482,2096,3212,2483,165,513,422,200,527,433,498,382,406,394,-107,2653,1694,2447,1313,1955,4984,1714,2806,2089,16,-168,-172,-148,-205,-221,-174,-27,12,-24
36420,,40051,"Grady County, OK",County or equivalent,45516,45513,45570,45844,46620,47080,47929,48942,50051,50428,51099,51649,57,274,776,460,849,1013,1109,377,671,550,27,84,160,119,141,151,137,205,215,222,130,561,603,590,658,649,672,657,672,687,103,477,443,471,517,498,535,452,457,465,29,234,642,380,768,910,1003,180,457,331,1,6,3,-4,9,5,8,5,7,5,28,228,639,384,759,905,995,175,450,326,1,-44,-26,-39,-60,-48,-31,-8,-1,-3
36420,,40081,"Lincoln County, OK",County or equivalent,32080,32080,32127,32084,32090,32064,32062,31987,32203,32217,32070,32199,47,-43,6,-26,-2,-75,216,14,-147,129,4,52,85,23,20,67,58,65,39,86,90,390,415,374,401,420,414,425,385,410,86,338,330,351,381,353,356,360,346,324,44,-61,-43,-2,4,-111,181,-44,-188,34,1,6,3,-5,10,5,8,4,7,5,43,-67,-46,3,-6,-116,173,-48,-195,29,-1,-34,-36,-47,-26,-31,-23,-7,2,9
36420,,40083,"Logan County, OK",County or equivalent,33924,33924,33942,34517,34703,35393,34968,35399,35756,37330,38424,39301,18,575,186,690,-425,431,357,1574,1094,877,-7,88,100,84,141,166,125,144,207,216,83,404,410,408,445,485,445,439,514,530,90,316,310,324,304,319,320,295,307,314,22,512,119,616,-525,303,259,1409,876,668,2,12,12,9,13,10,12,9,11,9,20,500,107,607,-538,293,247,1400,865,659,3,-25,-33,-10,-41,-38,-27,21,11,-7
36420,,40087,"McClain County, OK",County or equivalent,27740,27742,27847,27787,28018,28575,29033,29912,30920,31892,32487,33168,105,-60,231,557,458,879,1008,972,595,681,70,102,122,119,115,130,145,118,217,214,107,381,371,377,396,409,436,399,474,489,37,279,249,258,281,279,291,281,257,275,32,-136,135,452,373,778,878,846,379,473,9,37,32,25,31,26,27,25,26,25,23,-173,103,427,342,752,851,821,353,448,3,-26,-26,-14,-30,-29,-15,8,-1,-6
36420,,40109,"Oklahoma County, OK",County or equivalent,660448,660450,661841,665401,672324,676646,679913,685871,693007,699523,706116,716704,1391,3560,6923,4322,3267,5958,7136,6516,6593,10588,1286,4406,4884,5253,5246,5387,5683,6393,5930,5578,2709,10956,11325,11623,11600,11765,11993,12544,12383,12103,1423,6550,6441,6370,6354,6378,6310,6151,6453,6525,60,-223,2737,40,-1349,1244,1936,261,774,5114,771,2599,2242,1432,2349,2111,2307,1874,1906,1878,-711,-2822,495,-1392,-3698,-867,-371,-1613,-1132,3236,45,-623,-698,-971,-630,-673,-483,-138,-111,-104
36500,,,"Olympia, WA",Metropolitan Statistical Area,207355,207353,208304,212544,216607,220081,223535,227638,233335,238717,245571,250979,951,4240,4063,3474,3454,4103,5697,5382,6854,5408,284,1101,749,941,950,870,891,1089,1127,1211,660,2676,2384,2558,2645,2584,2682,2926,2950,3042,376,1575,1635,1617,1695,1714,1791,1837,1823,1831,675,3315,3482,2720,2724,3411,4911,4240,5652,4110,138,353,241,27,445,319,392,282,309,284,537,2962,3241,2693,2279,3092,4519,3958,5343,3826,-8,-176,-168,-187,-220,-178,-105,53,75,87
36500,,53067,"Thurston County, WA",County or equivalent,207355,207353,208304,212544,216607,220081,223535,227638,233335,238717,245571,250979,951,4240,4063,3474,3454,4103,5697,5382,6854,5408,284,1101,749,941,950,870,891,1089,1127,1211,660,2676,2384,2558,2645,2584,2682,2926,2950,3042,376,1575,1635,1617,1695,1714,1791,1837,1823,1831,675,3315,3482,2720,2724,3411,4911,4240,5652,4110,138,353,241,27,445,319,392,282,309,284,537,2962,3241,2693,2279,3092,4519,3958,5343,3826,-8,-176,-168,-187,-220,-178,-105,53,75,87
36540,,,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,767041,767144,769117,775380,782384,790535,800459,810493,820051,829183,839265,849517,1973,6263,7004,8151,9924,10034,9558,9132,10082,10252,1729,6209,6275,6734,6896,7226,7309,7567,7659,7639,2976,12174,12354,12759,12890,13020,13251,13582,13699,13754,1247,5965,6079,6025,5994,5794,5942,6015,6040,6115,208,796,1464,2440,3713,3668,2857,1692,2519,2761,613,1972,1529,714,1952,1507,1804,1396,1441,1381,-405,-1176,-65,1726,1761,2161,1053,296,1078,1380,36,-742,-735,-1023,-685,-860,-608,-127,-96,-148
36540,,19085,"Harrison County, IA",County or equivalent,15666,15666,15691,15638,15497,15544,15542,15520,15542,15416,15245,15328,25,-53,-141,47,-2,-22,22,-126,-171,83,-1,14,-78,-3,-23,-30,-15,-4,22,-2,40,187,152,188,145,165,178,192,197,172,41,173,230,191,168,195,193,196,175,174,26,-51,-49,71,34,25,44,-121,-196,82,1,6,4,2,3,2,3,2,1,1,25,-57,-53,69,31,23,41,-123,-197,81,0,-16,-14,-21,-13,-17,-7,-1,3,3
36540,,19129,"Mills County, IA",County or equivalent,14547,14547,14555,14482,14533,14596,14695,14846,15139,15147,15127,15002,8,-73,51,63,99,151,293,8,-20,-125,11,24,46,45,22,64,58,36,54,56,37,168,174,170,163,199,192,177,190,190,26,144,128,125,141,135,134,141,136,134,-3,-82,19,36,92,102,247,-25,-74,-181,2,5,1,-1,5,1,3,1,0,0,-5,-87,18,37,87,101,244,-26,-74,-181,0,-15,-14,-18,-15,-15,-12,-3,0,0
36540,,19155,"Pottawattamie County, IA",County or equivalent,87704,87807,87966,87671,87944,88055,88781,88960,89393,89572,89986,90224,159,-295,273,111,726,179,433,179,414,238,122,345,346,355,373,354,424,402,385,369,296,1191,1202,1223,1237,1178,1299,1210,1244,1244,174,846,856,868,864,824,875,808,859,875,36,-557,19,-113,435,-89,81,-206,39,-115,14,66,56,38,45,34,39,33,33,33,22,-623,-37,-151,390,-123,42,-239,6,-148,1,-83,-92,-131,-82,-86,-72,-17,-10,-16
36540,,31025,"Cass County, NE",County or equivalent,24334,24334,24394,24524,24704,25011,25241,25363,25462,25520,25643,25485,60,130,180,307,230,122,99,58,123,-158,39,91,111,118,74,134,103,87,112,126,77,310,350,308,304,333,317,303,317,325,38,219,239,190,230,199,214,216,205,199,19,64,97,211,179,14,14,-24,16,-284,3,7,-3,-16,17,5,12,5,7,6,16,57,100,227,162,9,2,-29,9,-290,2,-25,-28,-22,-23,-26,-18,-5,-5,0
36540,,31055,"Douglas County, NE",County or equivalent,463585,463585,464712,468026,471629,476038,481196,486863,492252,497292,503087,510199,1127,3314,3603,4409,5158,5667,5389,5040,5795,7112,1120,4038,4033,4406,4584,4771,4780,5078,5037,4937,1905,7697,7705,8073,8209,8291,8314,8697,8635,8611,785,3659,3672,3667,3625,3520,3534,3619,3598,3674,-14,-272,25,737,944,1427,968,56,852,2269,493,1729,1612,1356,1378,1410,1439,1295,1275,1272,-507,-2001,-1587,-619,-434,17,-471,-1239,-423,997,21,-452,-455,-734,-370,-531,-359,-94,-94,-94
36540,,31153,"Sarpy County, NE",County or equivalent,122595,122595,123157,126040,129077,131988,135572,139135,142412,146249,150398,153504,562,2883,3037,2911,3584,3563,3277,3837,4149,3106,413,1543,1689,1701,1762,1797,1793,1868,1934,2013,525,2143,2297,2327,2372,2399,2452,2526,2636,2725,112,600,608,626,610,602,659,658,702,712,140,1455,1440,1263,1970,1911,1593,1970,2207,1127,95,129,-168,-684,481,35,286,43,109,52,45,1326,1608,1947,1489,1876,1307,1927,2098,1075,9,-115,-92,-53,-148,-145,-109,-1,8,-34
36540,,31155,"Saunders County, NE",County or equivalent,19830,19830,19852,19917,19832,19956,20049,20206,20107,20138,20069,20057,22,65,-85,124,93,157,-99,31,-69,-12,22,84,46,80,45,73,76,34,70,76,53,249,238,260,238,238,252,250,270,258,31,165,192,180,193,165,176,216,200,182,-2,1,-111,70,66,103,-160,0,-139,-84,3,12,11,8,14,11,13,10,10,10,-5,-11,-122,62,52,92,-173,-10,-149,-94,2,-20,-20,-26,-18,-19,-15,-3,0,-4
36540,,31177,"Washington County, NE",County or equivalent,18780,18780,18790,19082,19168,19347,19383,19600,19744,19849,19710,19718,10,292,86,179,36,217,144,105,-139,8,3,70,82,32,59,63,90,66,45,64,43,229,236,210,222,217,247,227,210,229,40,159,154,178,163,154,157,161,165,165,6,238,24,165,-7,175,70,42,-186,-53,2,18,16,11,9,9,9,7,6,7,4,220,8,154,-16,166,61,35,-192,-60,1,-16,-20,-18,-16,-21,-16,-3,2,-3
36740,,,"Orlando-Kissimmee, FL",Metropolitan Statistical Area,1644561,1644558,1656835,1708955,1756852,1803474,1866597,1939766,1999994,2034878,2060968,2082421,12277,52120,47897,46622,63123,73169,60228,34884,26090,21453,2448,10693,10516,10989,12315,13119,14663,15645,14617,13757,5553,23968,24099,24729,25990,27138,28802,29742,28992,29057,3105,13275,13583,13740,13675,14019,14139,14097,14375,15300,9884,41065,37091,36386,53201,61463,46453,19082,11426,7441,2733,10280,10106,9297,8978,9637,12686,11086,11710,11720,7151,30785,26985,27089,44223,51826,33767,7996,-284,-4279,-55,362,290,-753,-2393,-1413,-888,157,47,255
36740,,12069,"Lake County, FL",County or equivalent,210528,210509,212808,224077,234662,246008,260829,275559,291330,302170,307964,312119,2299,11269,10585,11346,14821,14730,15771,10840,5794,4155,-111,-507,-504,-290,-77,-168,44,414,166,-512,541,2449,2535,2738,2964,3035,3344,3602,3473,3530,652,2956,3039,3028,3041,3203,3300,3188,3307,4042,2507,11910,11136,11350,15481,14933,15618,10230,5538,4208,113,443,431,380,389,403,450,402,409,407,2394,11467,10705,10970,15092,14530,15168,9828,5129,3801,-97,-134,-47,286,-583,-35,109,196,90,459
36740,,12095,"Orange County, FL",County or equivalent,896344,896354,902756,927735,946806,965744,993478,1029447,1053941,1066117,1075737,1086480,6402,24979,19071,18938,27734,35969,24494,12176,9620,10743,1788,7823,7892,7785,8672,9373,10222,10609,9955,9823,3321,14171,14337,14373,15143,15940,16780,17191,16638,16558,1533,6348,6445,6588,6471,6567,6558,6582,6683,6735,4583,17856,11999,12202,20250,27650,15014,1730,-295,1106,1713,6701,6584,6050,5803,6258,8005,7032,7357,7381,2870,11155,5415,6152,14447,21392,7009,-5302,-7652,-6275,31,-700,-820,-1049,-1188,-1054,-742,-163,-40,-186
36740,,12097,"Osceola County, FL",County or equivalent,172493,172493,174182,183420,194071,206016,220191,231926,246259,258283,266609,270618,1689,9238,10651,11945,14175,11735,14333,12024,8326,4009,277,1442,1364,1534,1794,1954,2158,2588,2565,2415,574,2748,2786,2962,3287,3428,3748,4158,4171,4152,297,1306,1422,1428,1493,1474,1590,1570,1606,1737,1418,6270,7868,9923,12606,9712,12120,9302,5728,1560,473,1722,1718,1638,1588,1704,2676,2299,2541,2546,945,4548,6150,8285,11018,8008,9444,7003,3187,-986,-6,1526,1419,488,-225,69,55,134,33,34
36740,,12117,"Seminole County, FL",County or equivalent,365196,365202,367089,373723,381313,385706,392099,402834,408464,408308,410658,413204,1887,6634,7590,4393,6393,10735,5630,-156,2350,2546,494,1935,1764,1960,1926,1960,2239,2034,1931,2031,1117,4600,4441,4656,4596,4735,4930,4791,4710,4817,623,2665,2677,2696,2670,2775,2691,2757,2779,2786,1376,5029,6088,2911,4864,9168,3701,-2180,455,567,434,1414,1373,1229,1198,1272,1555,1353,1403,1386,942,3615,4715,1682,3666,7896,2146,-3533,-948,-819,17,-330,-262,-478,-397,-393,-310,-10,-36,-52
36780,,,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,156763,156763,157082,157799,158431,158294,158614,159536,160456,161470,162099,163370,319,717,632,-137,320,922,920,1014,629,1271,216,709,569,502,460,556,598,598,632,632,477,1952,1827,1801,1762,1850,1861,1933,1938,1927,261,1243,1258,1299,1302,1294,1263,1335,1306,1295,96,174,228,-418,-20,531,448,450,22,672,43,227,210,186,181,182,187,171,167,169,53,-53,18,-604,-201,349,261,279,-145,503,7,-166,-165,-221,-120,-165,-126,-34,-25,-33
36780,,55139,"Winnebago County, WI",County or equivalent,156763,156763,157082,157799,158431,158294,158614,159536,160456,161470,162099,163370,319,717,632,-137,320,922,920,1014,629,1271,216,709,569,502,460,556,598,598,632,632,477,1952,1827,1801,1762,1850,1861,1933,1938,1927,261,1243,1258,1299,1302,1294,1263,1335,1306,1295,96,174,228,-418,-20,531,448,450,22,672,43,227,210,186,181,182,187,171,167,169,53,-53,18,-604,-201,349,261,279,-145,503,7,-166,-165,-221,-120,-165,-126,-34,-25,-33
36980,,,"Owensboro, KY",Metropolitan Statistical Area,109875,109876,110006,109889,110015,110420,110590,110943,111534,112267,112945,113636,130,-117,126,405,170,353,591,733,678,691,153,495,457,460,499,458,501,564,492,454,399,1598,1579,1505,1592,1565,1552,1673,1574,1590,246,1103,1122,1045,1093,1107,1051,1109,1082,1136,-26,-508,-232,98,-236,9,170,196,205,260,9,68,66,62,65,71,72,66,61,63,-35,-576,-298,36,-301,-62,98,130,144,197,3,-104,-99,-153,-93,-114,-80,-27,-19,-23
36980,,21059,"Daviess County, KY",County or equivalent,91545,91549,91607,91605,91639,92144,92352,92614,93270,93974,94621,95394,58,-2,34,505,208,262,656,704,647,773,114,414,401,410,444,417,442,526,450,416,319,1342,1329,1276,1349,1331,1310,1440,1341,1361,205,928,928,866,905,914,868,914,891,945,-59,-330,-284,228,-159,-59,284,203,215,380,9,56,53,49,54,57,59,51,50,50,-68,-386,-337,179,-213,-116,225,152,165,330,3,-86,-83,-133,-77,-96,-70,-25,-18,-23
36980,,21091,"Hancock County, KY",County or equivalent,8392,8393,8422,8437,8440,8440,8414,8540,8585,8591,8652,8635,29,15,3,0,-26,126,45,6,61,-17,23,62,27,32,46,51,50,31,51,40,36,126,110,109,115,127,114,96,124,122,13,64,83,77,69,76,64,65,73,82,5,-36,-17,-19,-64,84,-1,-25,11,-60,0,3,3,3,2,3,3,4,2,3,5,-39,-20,-22,-66,81,-4,-29,9,-63,1,-11,-7,-13,-8,-9,-4,0,-1,3
36980,,21149,"McLean County, KY",County or equivalent,9938,9934,9977,9847,9936,9836,9824,9789,9679,9702,9672,9607,43,-130,89,-100,-12,-35,-110,23,-30,-65,16,19,29,18,9,-10,9,7,-9,-2,44,130,140,120,128,107,128,137,109,107,28,111,111,102,119,117,119,130,118,109,28,-142,69,-111,-13,-16,-113,18,-21,-60,0,9,10,10,9,11,10,11,9,10,28,-151,59,-121,-22,-27,-123,7,-30,-70,-1,-7,-9,-7,-8,-9,-6,-2,0,-3
37100,,,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,753197,753186,756366,765278,776560,783840,787749,786058,788073,789671,794778,802983,3180,8912,11282,7280,3909,-1691,2015,1598,5107,8205,1768,6844,6658,7042,6750,7429,7398,7569,7294,7115,2879,11609,11452,11890,11929,12027,12405,12408,12167,12139,1111,4765,4794,4848,5179,4598,5007,4839,4873,5024,1360,2873,5422,1437,-2108,-8376,-4809,-6025,-2159,1203,1130,3847,3328,2315,3014,2787,2905,2421,2427,2383,230,-974,2094,-878,-5122,-11163,-7714,-8446,-4586,-1180,52,-805,-798,-1199,-733,-744,-574,54,-28,-113
37100,,6111,"Ventura County, CA",County or equivalent,753197,753186,756366,765278,776560,783840,787749,786058,788073,789671,794778,802983,3180,8912,11282,7280,3909,-1691,2015,1598,5107,8205,1768,6844,6658,7042,6750,7429,7398,7569,7294,7115,2879,11609,11452,11890,11929,12027,12405,12408,12167,12139,1111,4765,4794,4848,5179,4598,5007,4839,4873,5024,1360,2873,5422,1437,-2108,-8376,-4809,-6025,-2159,1203,1130,3847,3328,2315,3014,2787,2905,2421,2427,2383,230,-974,2094,-878,-5122,-11163,-7714,-8446,-4586,-1180,52,-805,-798,-1199,-733,-744,-574,54,-28,-113
37340,,,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,476230,476230,477735,485810,494239,502985,515890,526088,530319,534407,536314,536357,1505,8075,8429,8746,12905,10198,4231,4088,1907,43,-76,-284,-636,-567,-504,-353,-298,88,-52,-268,1168,4895,4836,4854,5093,5330,5445,5747,5651,5658,1244,5179,5472,5421,5597,5683,5743,5659,5703,5926,1592,8716,9333,9406,14206,11088,4926,4051,2067,515,264,700,558,232,754,604,744,550,583,555,1328,8016,8775,9174,13452,10484,4182,3501,1484,-40,-11,-357,-268,-93,-797,-537,-397,-51,-108,-204
37340,,12009,"Brevard County, FL",County or equivalent,476230,476230,477735,485810,494239,502985,515890,526088,530319,534407,536314,536357,1505,8075,8429,8746,12905,10198,4231,4088,1907,43,-76,-284,-636,-567,-504,-353,-298,88,-52,-268,1168,4895,4836,4854,5093,5330,5445,5747,5651,5658,1244,5179,5472,5421,5597,5683,5743,5659,5703,5926,1592,8716,9333,9406,14206,11088,4926,4051,2067,515,264,700,558,232,754,604,744,550,583,555,1328,8016,8775,9174,13452,10484,4182,3501,1484,-40,-11,-357,-268,-93,-797,-537,-397,-51,-108,-204
37380,,,"Palm Coast, FL",Metropolitan Statistical Area,49832,49832,50560,53715,57432,62154,68241,75420,82285,88088,90700,91622,728,3155,3717,4722,6087,7179,6865,5803,2612,922,-34,-231,-199,-169,-210,-88,-59,175,-87,-36,102,408,467,544,541,669,777,1041,916,938,136,639,666,713,751,757,836,866,1003,974,790,3388,3885,4659,6538,7304,6976,5533,2666,962,19,95,89,80,81,80,90,80,79,77,771,3293,3796,4579,6457,7224,6886,5453,2587,885,-28,-2,31,232,-241,-37,-52,95,33,-4
